timestamp_utc_minus_5,open,high,low,close,volume
2015-06-07 17:00,1.52566,1.52723,1.52563,1.52667,0
2015-06-07 17:15,1.52664,1.52684,1.52642,1.52655,0
2015-06-07 17:30,1.52656,1.52693,1.52608,1.52619,0
2015-06-07 17:45,1.52619,1.52647,1.52612,1.52617,0
2015-06-07 18:00,1.52621,1.52662,1.52611,1.52659,0
2015-06-07 18:15,1.52660,1.52683,1.52656,1.52672,0
2015-06-07 18:30,1.52672,1.52691,1.52667,1.52677,0
2015-06-07 18:45,1.52676,1.52687,1.52664,1.52674,0
2015-06-07 19:00,1.52675,1.52685,1.52653,1.52657,0
2015-06-07 19:15,1.52658,1.52685,1.52650,1.52682,0
2015-06-07 19:30,1.52682,1.52684,1.52638,1.52674,0
2015-06-07 19:45,1.52673,1.52675,1.52625,1.52625,0
2015-06-07 20:00,1.52625,1.52689,1.52625,1.52684,0
2015-06-07 20:15,1.52682,1.52730,1.52681,1.52716,0
2015-06-07 20:30,1.52710,1.52734,1.52686,1.52686,0
2015-06-07 20:45,1.52686,1.52696,1.52529,1.52531,0
2015-06-07 21:00,1.52534,1.52657,1.52534,1.52619,0
2015-06-07 21:15,1.52621,1.52705,1.52611,1.52696,0
2015-06-07 21:30,1.52696,1.52736,1.52690,1.52708,0
2015-06-07 21:45,1.52713,1.52713,1.52618,1.52639,0
2015-06-07 22:00,1.52638,1.52695,1.52593,1.52652,0
2015-06-07 22:15,1.52650,1.52674,1.52647,1.52668,0
2015-06-07 22:30,1.52669,1.52678,1.52645,1.52657,0
2015-06-07 22:45,1.52655,1.52671,1.52635,1.52635,0
2015-06-07 23:00,1.52634,1.52665,1.52614,1.52637,0
2015-06-07 23:15,1.52632,1.52654,1.52618,1.52636,0
2015-06-07 23:30,1.52637,1.52656,1.52618,1.52656,0
2015-06-07 23:45,1.52658,1.52666,1.52648,1.52650,0
2015-06-08 00:00,1.52654,1.52659,1.52599,1.52610,0
2015-06-08 00:15,1.52611,1.52652,1.52611,1.52623,0
2015-06-08 00:30,1.52624,1.52655,1.52621,1.52649,0
2015-06-08 00:45,1.52649,1.52672,1.52646,1.52655,0
2015-06-08 01:00,1.52655,1.52679,1.52650,1.52675,0
2015-06-08 01:15,1.52675,1.52710,1.52661,1.52685,0
2015-06-08 01:30,1.52687,1.52705,1.52667,1.52679,0
2015-06-08 01:45,1.52680,1.52727,1.52669,1.52710,0
2015-06-08 02:00,1.52717,1.52791,1.52614,1.52649,0
2015-06-08 02:15,1.52652,1.52675,1.52579,1.52673,0
2015-06-08 02:30,1.52673,1.52682,1.52530,1.52613,0
2015-06-08 02:45,1.52613,1.53052,1.52570,1.52905,0
2015-06-08 03:00,1.52912,1.53036,1.52882,1.52898,0
2015-06-08 03:15,1.52899,1.53030,1.52872,1.52954,0
2015-06-08 03:30,1.52954,1.52961,1.52790,1.52804,0
2015-06-08 03:45,1.52806,1.52814,1.52719,1.52755,0
2015-06-08 04:00,1.52754,1.52761,1.52490,1.52630,0
2015-06-08 04:15,1.52630,1.52679,1.52500,1.52530,0
2015-06-08 04:30,1.52528,1.52571,1.52484,1.52529,0
2015-06-08 04:45,1.52528,1.52528,1.52232,1.52303,0
2015-06-08 05:00,1.52302,1.52446,1.52294,1.52378,0
2015-06-08 05:15,1.52377,1.52440,1.52340,1.52417,0
2015-06-08 05:30,1.52417,1.52434,1.52277,1.52294,0
2015-06-08 05:45,1.52295,1.52394,1.52279,1.52300,0
2015-06-08 06:00,1.52300,1.52353,1.52215,1.52321,0
2015-06-08 06:15,1.52329,1.52330,1.52271,1.52314,0
2015-06-08 06:30,1.52314,1.52386,1.52288,1.52365,0
2015-06-08 06:45,1.52363,1.52365,1.52270,1.52364,0
2015-06-08 07:00,1.52363,1.52464,1.52332,1.52453,0
2015-06-08 07:15,1.52455,1.52522,1.52427,1.52500,0
2015-06-08 07:30,1.52501,1.52527,1.52439,1.52522,0
2015-06-08 07:45,1.52523,1.52635,1.52481,1.52549,0
2015-06-08 08:00,1.52549,1.52615,1.52472,1.52529,0
2015-06-08 08:15,1.52533,1.52702,1.52478,1.52697,0
2015-06-08 08:30,1.52695,1.52843,1.52692,1.52758,0
2015-06-08 08:45,1.52758,1.52780,1.52688,1.52732,0
2015-06-08 09:00,1.52732,1.52944,1.52732,1.52924,0
2015-06-08 09:15,1.52925,1.53022,1.52779,1.52831,0
2015-06-08 09:30,1.52831,1.52859,1.52755,1.52789,0
2015-06-08 09:45,1.52788,1.52903,1.52775,1.52861,0
2015-06-08 10:00,1.52865,1.52913,1.52781,1.52820,0
2015-06-08 10:15,1.52819,1.52902,1.52709,1.52766,0
2015-06-08 10:30,1.52767,1.52865,1.52672,1.52715,0
2015-06-08 10:45,1.52715,1.52756,1.52651,1.52742,0
2015-06-08 11:00,1.52742,1.52840,1.52691,1.52762,0
2015-06-08 11:15,1.52762,1.52762,1.52635,1.52732,0
2015-06-08 11:30,1.52733,1.52929,1.52730,1.52889,0
2015-06-08 11:45,1.52891,1.52927,1.52719,1.52791,0
2015-06-08 12:00,1.52793,1.52954,1.52782,1.52881,0
2015-06-08 12:15,1.52882,1.52953,1.52813,1.52942,0
2015-06-08 12:30,1.52943,1.52997,1.52909,1.52928,0
2015-06-08 12:45,1.52926,1.53079,1.52926,1.53066,0
2015-06-08 13:00,1.53073,1.53299,1.53020,1.53207,0
2015-06-08 13:15,1.53208,1.53419,1.53208,1.53263,0
2015-06-08 13:30,1.53266,1.53322,1.53247,1.53259,0
2015-06-08 13:45,1.53259,1.53407,1.53241,1.53318,0
2015-06-08 14:00,1.53316,1.53531,1.53307,1.53460,0
2015-06-08 14:15,1.53464,1.53466,1.53352,1.53414,0
2015-06-08 14:30,1.53413,1.53441,1.53351,1.53409,0
2015-06-08 14:45,1.53407,1.53407,1.53311,1.53336,0
2015-06-08 15:00,1.53340,1.53419,1.53335,1.53411,0
2015-06-08 15:15,1.53409,1.53415,1.53351,1.53414,0
2015-06-08 15:30,1.53414,1.53485,1.53409,1.53439,0
2015-06-08 15:45,1.53439,1.53473,1.53424,1.53430,0
2015-06-08 16:00,1.53428,1.53467,1.53416,1.53460,0
2015-06-08 16:15,1.53461,1.53490,1.53442,1.53451,0
2015-06-08 16:30,1.53450,1.53640,1.53446,1.53597,0
2015-06-08 16:45,1.53598,1.53599,1.53473,1.53477,0
2015-06-08 17:00,1.53480,1.53500,1.53444,1.53461,0
2015-06-08 17:15,1.53463,1.53500,1.53447,1.53475,0
2015-06-08 17:30,1.53472,1.53472,1.53388,1.53422,0
2015-06-08 17:45,1.53424,1.53439,1.53394,1.53417,0
2015-06-08 18:00,1.53417,1.53442,1.53390,1.53397,0
2015-06-08 18:15,1.53397,1.53419,1.53391,1.53397,0
2015-06-08 18:30,1.53397,1.53414,1.53397,1.53402,0
2015-06-08 18:45,1.53403,1.53432,1.53402,1.53416,0
2015-06-08 19:00,1.53416,1.53433,1.53391,1.53399,0
2015-06-08 19:15,1.53398,1.53454,1.53398,1.53419,0
2015-06-08 19:30,1.53419,1.53425,1.53406,1.53420,0
2015-06-08 19:45,1.53418,1.53434,1.53406,1.53415,0
2015-06-08 20:00,1.53413,1.53430,1.53334,1.53338,0
2015-06-08 20:15,1.53338,1.53358,1.53321,1.53350,0
2015-06-08 20:30,1.53350,1.53385,1.53328,1.53343,0
2015-06-08 20:45,1.53345,1.53400,1.53318,1.53376,0
2015-06-08 21:00,1.53380,1.53429,1.53371,1.53419,0
2015-06-08 21:15,1.53419,1.53498,1.53415,1.53465,0
2015-06-08 21:30,1.53465,1.53629,1.53439,1.53550,0
2015-06-08 21:45,1.53552,1.53601,1.53505,1.53527,0
2015-06-08 22:00,1.53533,1.53562,1.53480,1.53547,0
2015-06-08 22:15,1.53549,1.53577,1.53514,1.53529,0
2015-06-08 22:30,1.53530,1.53583,1.53523,1.53542,0
2015-06-08 22:45,1.53540,1.53564,1.53518,1.53559,0
2015-06-08 23:00,1.53558,1.53599,1.53541,1.53569,0
2015-06-08 23:15,1.53568,1.53599,1.53567,1.53589,0
2015-06-08 23:30,1.53593,1.53596,1.53560,1.53569,0
2015-06-08 23:45,1.53569,1.53569,1.53516,1.53522,0
2015-06-09 00:00,1.53524,1.53554,1.53511,1.53529,0
2015-06-09 00:15,1.53527,1.53528,1.53476,1.53476,0
2015-06-09 00:30,1.53478,1.53504,1.53469,1.53471,0
2015-06-09 00:45,1.53469,1.53479,1.53451,1.53469,0
2015-06-09 01:00,1.53471,1.53583,1.53471,1.53569,0
2015-06-09 01:15,1.53569,1.53591,1.53527,1.53589,0
2015-06-09 01:30,1.53593,1.53663,1.53557,1.53562,0
2015-06-09 01:45,1.53561,1.53736,1.53555,1.53710,0
2015-06-09 02:00,1.53708,1.53746,1.53638,1.53659,0
2015-06-09 02:15,1.53659,1.53692,1.53520,1.53528,0
2015-06-09 02:30,1.53531,1.53570,1.53467,1.53556,0
2015-06-09 02:45,1.53555,1.53565,1.53432,1.53439,0
2015-06-09 03:00,1.53440,1.53482,1.53243,1.53250,0
2015-06-09 03:15,1.53252,1.53265,1.52955,1.53081,0
2015-06-09 03:30,1.53080,1.53090,1.52720,1.52735,0
2015-06-09 03:45,1.52737,1.52889,1.52722,1.52852,0
2015-06-09 04:00,1.52852,1.52858,1.52751,1.52840,0
2015-06-09 04:15,1.52846,1.53031,1.52846,1.52977,0
